"cell_id","cell_area","cell_sum","cell_sum_se","week","season","cell_area_sum","cell_sum_sum","cell_sum_sum_se"
1,1191,651.529474496841,3.10479300872405,2018-08-17,"postbreeding_migration",40471,32197.2370418012,13.8074066465116
2,5473,2896.51177123189,3.84601565519142,2018-08-17,"postbreeding_migration",40471,32197.2370418012,13.8074066465116
3,5595,5896.20351460576,6.16471150279639,2018-08-17,"postbreeding_migration",40471,32197.2370418012,13.8074066465116
4,5659,6768.41416245699,7.52786438519559,2018-08-17,"postbreeding_migration",40471,32197.2370418012,13.8074066465116
5,5659,4237.0267624557,4.70288193193411,2018-08-17,"postbreeding_migration",40471,32197.2370418012,13.8074066465116
6,5659,3962.13246032596,4.17026190435832,2018-08-17,"postbreeding_migration",40471,32197.2370418012,13.8074066465116
7,5648,3762.83918774128,4.10626873532464,2018-08-17,"postbreeding_migration",40471,32197.2370418012,13.8074066465116
8,5587,4022.5797084868,3.89497964014808,2018-08-17,"postbreeding_migration",40471,32197.2370418012,13.8074066465116
1,1191,670.573532193899,3.19033737868423,2018-08-24,"postbreeding_migration",40471,35408.7201502621,15.1755008489586
2,5473,3062.75447246432,4.10859655376953,2018-08-24,"postbreeding_migration",40471,35408.7201502621,15.1755008489586
3,5595,6464.63886877894,6.91381645907997,2018-08-24,"postbreeding_migration",40471,35408.7201502621,15.1755008489586
4,5659,7698.93256610632,8.22265075729142,2018-08-24,"postbreeding_migration",40471,35408.7201502621,15.1755008489586
5,5659,4782.94889450073,5.37641412463723,2018-08-24,"postbreeding_migration",40471,35408.7201502621,15.1755008489586
6,5659,4598.37336611748,4.80869619438381,2018-08-24,"postbreeding_migration",40471,35408.7201502621,15.1755008489586
7,5648,4203.76753500104,4.56614265054587,2018-08-24,"postbreeding_migration",40471,35408.7201502621,15.1755008489586
8,5587,3926.73091509938,3.8658915717364,2018-08-24,"postbreeding_migration",40471,35408.7201502621,15.1755008489586
1,1191,927.023958057165,3.35122874276488,2018-08-31,"postbreeding_migration",40471,41483.3804146945,16.2641365150653
2,5473,3513.96386022866,4.87005405556877,2018-08-31,"postbreeding_migration",40471,41483.3804146945,16.2641365150653
3,5595,7431.47768373787,7.9257785665644,2018-08-31,"postbreeding_migration",40471,41483.3804146945,16.2641365150653
4,5659,9102.156511724,8.12646304475213,2018-08-31,"postbreeding_migration",40471,41483.3804146945,16.2641365150653
5,5659,5988.41293436289,5.9648166777874,2018-08-31,"postbreeding_migration",40471,41483.3804146945,16.2641365150653
6,5659,5688.8950920403,5.18234989546686,2018-08-31,"postbreeding_migration",40471,41483.3804146945,16.2641365150653
